Attendance_ID,Student_ID,Course_ID,Attendance_Date,Status
59476,1190,3006,2026-02-26,Present
59477,1106,3094,2026-05-09,Present
59478,1185,3098,2026-06-23,Absent
59479,1229,3088,2026-04-08,Present
59480,1357,3028,2026-02-13,Present
59481,1164,3065,2026-04-27,Present
59482,1010,3075,2026-06-30,Present
59483,1036,3008,2026-05-20,Present
59484,1122,3040,2026-02-08,Absent
59485,1407,3084,2026-01-10,Present
59486,1099,3069,2026-03-27,Present
59487,1160,3019,2026-02-05,Present
59488,1299,3062,2026-05-11,Absent
59489,1253,3002,2026-05-24,Present
59490,1028,3094,2026-03-31,Present
59491,1244,3047,2026-06-09,Present
59492,1300,3008,2026-05-06,Present
59493,1405,3085,2026-05-05,Present
59494,1457,3069,2026-03-18,Absent
59495,1321,3083,2026-05-09,Present
59496,1148,3087,2026-02-27,Present
59497,1141,3089,2026-03-28,Absent
59498,1485,3077,2026-05-22,Absent
59499,1171,3033,2026-04-29,Present
59500,1346,3073,2026-06-07,Present
59501,1053,3031,2026-04-22,Present
59502,1310,3032,2026-05-04,Present
59503,1195,3008,2026-01-24,Absent
59504,1251,3052,2026-03-18,Present
59505,1449,3083,2026-04-24,Present
59506,1437,3014,2026-05-15,Present
59507,1367,3039,2026-06-14,Present
59508,1412,3028,2026-03-16,Present
59509,1207,3012,2026-06-07,Present
59510,1107,3065,2026-04-22,Present
59511,1129,3019,2026-02-03,Present
59512,1434,3078,2026-03-06,Present
59513,1165,3091,2026-06-22,Present
59514,1305,3066,2026-03-26,Present
59515,1008,3036,2026-03-08,Present
59516,1082,3095,2026-05-19,Present
59517,1024,3077,2026-03-03,Present
59518,1259,3067,2026-03-14,Present
59519,1220,3030,2026-02-08,Present
59520,1330,3040,2026-04-18,Present
59521,1143,3078,2026-05-14,Present
59522,1099,3089,2026-07-01,Present
59523,1132,3082,2026-05-11,Present
59524,1041,3048,2026-02-05,Present
59525,1415,3040,2026-02-11,Present
59526,1173,3027,2026-03-01,Present
59527,1210,3082,2026-05-01,Present
59528,1183,3092,2026-03-10,Present
59529,1372,3062,2026-06-30,Present
59530,1358,3001,2026-03-17,Present
59531,1231,3051,2026-02-13,Present
59532,1314,3034,2026-06-20,Present
59533,1180,3058,2026-04-01,Absent
59534,1327,3092,2026-05-06,Present
59535,1332,3076,2026-01-27,Present
59536,1406,3078,2026-01-20,Absent
59537,1019,3050,2026-06-09,Absent
59538,1048,3026,2026-03-29,Present
59539,1121,3074,2026-01-15,Present
59540,1119,3019,2026-03-03,Present
59541,1002,3004,2026-04-07,Present
59542,1319,3087,2026-06-04,Present
59543,1169,3031,2026-04-22,Present
59544,1191,3020,2026-01-30,Present
59545,1396,3095,2026-05-11,Present
59546,1226,3046,2026-03-22,Present
59547,1206,3043,2026-03-03,Present
59548,1172,3001,2026-05-29,Present
59549,1153,3019,2026-03-31,Present
59550,1442,3029,2026-02-14,Present
59551,1218,3064,2026-06-20,Absent
59552,1272,3077,2026-04-01,Absent
59553,1465,3058,2026-05-03,Present
59554,1166,3065,2026-05-14,Present
59555,1172,3001,2026-05-10,Present
59556,1480,3081,2026-03-29,Absent
59557,1348,3054,2026-03-12,Present
59558,1435,3095,2026-06-25,Present
59559,1305,3040,2026-04-18,Present
59560,1086,3024,2026-04-29,Present
59561,1191,3096,2026-06-05,Present
59562,1155,3054,2026-04-20,Present
59563,1065,3019,2026-04-03,Present
59564,1333,3034,2026-03-23,Present
59565,1305,3008,2026-03-23,Present
59566,1217,3001,2026-07-01,Present
59567,1301,3046,2026-01-21,Present
59568,1344,3055,2026-05-10,Present
59569,1295,3022,2026-01-24,Present
59570,1427,3060,2026-06-19,Present
59571,1471,3021,2026-01-26,Present
59572,1230,3099,2026-06-15,Present
59573,1446,3044,2026-01-16,Present
59574,1496,3064,2026-06-29,Present
59575,1142,3015,2026-03-11,Present
59576,1271,3004,2026-06-21,Present
59577,1140,3049,2026-06-27,Present
59578,1380,3031,2026-04-18,Present
59579,1126,3025,2026-06-04,Present
59580,1060,3099,2026-02-19,Present
59581,1449,3069,2026-02-23,Present
59582,1261,3021,2026-02-21,Present
59583,1247,3034,2026-06-07,Present
59584,1280,3097,2026-06-26,Present
59585,1315,3028,2026-06-06,Present
59586,1171,3018,2026-04-13,Present
59587,1231,3034,2026-07-04,Present
59588,1325,3051,2026-01-26,Absent
59589,1431,3055,2026-05-03,Absent
59590,1317,3025,2026-03-04,Present
59591,1129,3096,2026-01-16,Present
59592,1182,3066,2026-06-26,Present
59593,1233,3043,2026-01-10,Absent
59594,1262,3040,2026-04-14,Present
59595,1415,3082,2026-06-21,Present
59596,1011,3029,2026-05-26,Present
59597,1238,3073,2026-06-11,Present
59598,1393,3094,2026-02-08,Present
59599,1090,3028,2026-06-29,Present
59600,1272,3053,2026-06-01,Absent
59601,1407,3073,2026-05-28,Absent
59602,1073,3060,2026-03-16,Present
59603,1255,3092,2026-03-23,Absent
59604,1400,3003,2026-05-20,Present
59605,1391,3072,2026-02-27,Present
59606,1179,3041,2026-02-18,Present
59607,1479,3009,2026-02-19,Present
59608,1395,3091,2026-02-18,Present
59609,1078,3042,2026-04-23,Present
59610,1243,3088,2026-04-02,Present
59611,1467,3098,2026-01-16,Present
59612,1192,3053,2026-01-12,Absent
59613,1463,3096,2026-02-09,Absent
59614,1003,3088,2026-05-28,Present
59615,1159,3038,2026-01-18,Present
59616,1300,3023,2026-01-15,Present
59617,1015,3089,2026-06-10,Absent
59618,1332,3002,2026-02-18,Present
59619,1429,3009,2026-06-22,Present
59620,1107,3067,2026-03-30,Absent
59621,1202,3089,2026-06-17,Present
59622,1003,3020,2026-02-03,Present
59623,1124,3100,2026-02-12,Absent
59624,1236,3016,2026-05-20,Present
59625,1186,3079,2026-01-18,Present
59626,1435,3011,2026-06-05,Absent
59627,1202,3090,2026-06-12,Present
59628,1168,3099,2026-02-06,Present
59629,1340,3062,2026-01-31,Present
59630,1496,3068,2026-02-14,Present
59631,1352,3074,2026-03-19,Present
59632,1342,3052,2026-02-16,Present
59633,1266,3059,2026-04-05,Present
59634,1137,3067,2026-03-10,Present
59635,1242,3032,2026-01-25,Present
59636,1165,3029,2026-03-22,Present
59637,1140,3074,2026-02-14,Present
59638,1414,3059,2026-02-08,Present
59639,1014,3027,2026-03-08,Present
59640,1006,3064,2026-05-15,Absent
59641,1306,3014,2026-01-26,Present
59642,1139,3087,2026-02-06,Present
59643,1347,3003,2026-01-11,Present
59644,1470,3055,2026-05-12,Present
59645,1236,3033,2026-04-01,Present
59646,1110,3097,2026-07-03,Present
59647,1244,3033,2026-05-22,Present
59648,1194,3018,2026-03-21,Absent
59649,1458,3051,2026-03-28,Present
59650,1055,3028,2026-04-10,Present
59651,1246,3042,2026-06-11,Present
59652,1075,3007,2026-04-09,Absent
59653,1010,3085,2026-06-06,Present
59654,1191,3066,2026-05-12,Present
59655,1240,3087,2026-02-27,Present
59656,1270,3016,2026-05-26,Present
59657,1455,3055,2026-02-08,Present
59658,1407,3021,2026-05-28,Present
59659,1163,3012,2026-05-24,Present
59660,1135,3067,2026-01-17,Present
59661,1016,3025,2026-06-28,Present
59662,1475,3037,2026-06-25,Absent
59663,1121,3065,2026-06-04,Present
59664,1484,3030,2026-04-30,Present
59665,1242,3095,2026-02-28,Present
59666,1243,3036,2026-05-08,Present
59667,1264,3034,2026-06-01,Present
59668,1487,3099,2026-02-28,Present
59669,1177,3030,2026-01-24,Present
59670,1372,3050,2026-07-02,Present
59671,1336,3009,2026-01-25,Present
59672,1059,3100,2026-06-28,Present
59673,1399,3046,2026-07-04,Present
59674,1115,3004,2026-06-08,Present
59675,1070,3013,2026-06-13,Present
59676,1467,3026,2026-03-20,Present
59677,1310,3100,2026-04-28,Present
59678,1330,3050,2026-05-07,Present
59679,1324,3029,2026-06-10,Present
59680,1500,3073,2026-02-11,Present
59681,1447,3019,2026-02-19,Present
59682,1318,3098,2026-04-07,Present
59683,1146,3085,2026-02-10,Present
59684,1285,3060,2026-01-31,Present
59685,1371,3084,2026-07-04,Absent
59686,1431,3095,2026-02-24,Present
59687,1389,3023,2026-01-10,Present
59688,1320,3100,2026-01-13,Present
59689,1440,3045,2026-02-21,Absent
59690,1421,3017,2026-03-10,Present
59691,1318,3039,2026-07-01,Present
59692,1407,3046,2026-04-27,Present
59693,1141,3044,2026-05-26,Present
59694,1175,3013,2026-06-12,Present
59695,1056,3054,2026-04-29,Present
59696,1258,3065,2026-06-21,Present
59697,1237,3100,2026-05-09,Present
59698,1433,3027,2026-02-16,Present
59699,1164,3047,2026-06-29,Absent
59700,1165,3088,2026-04-03,Present
59701,1065,3061,2026-04-04,Present
59702,1101,3063,2026-04-14,Present
59703,1282,3084,2026-07-04,Present
59704,1493,3091,2026-01-18,Present
59705,1022,3045,2026-05-06,Absent
59706,1272,3082,2026-04-17,Absent
59707,1288,3039,2026-06-03,Present
59708,1290,3058,2026-05-09,Present
59709,1263,3005,2026-03-06,Present
59710,1301,3010,2026-03-21,Present
59711,1281,3043,2026-03-23,Present
59712,1235,3046,2026-02-01,Present
59713,1173,3027,2026-06-10,Present
59714,1226,3001,2026-06-03,Absent
59715,1413,3025,2026-04-30,Present
59716,1018,3075,2026-03-04,Present
59717,1039,3038,2026-03-17,Present
59718,1017,3044,2026-02-05,Present
59719,1432,3065,2026-05-20,Present
59720,1369,3053,2026-04-11,Present
59721,1297,3098,2026-03-06,Present
59722,1182,3066,2026-03-16,Absent
59723,1003,3074,2026-05-08,Present
59724,1476,3018,2026-04-16,Present
59725,1416,3006,2026-07-04,Present
59726,1389,3011,2026-04-03,Present
59727,1160,3004,2026-01-26,Absent
59728,1330,3074,2026-05-10,Present
59729,1401,3090,2026-05-04,Present
59730,1083,3002,2026-01-29,Absent
59731,1488,3069,2026-03-30,Present
59732,1397,3026,2026-06-26,Present
59733,1211,3071,2026-01-12,Present
59734,1313,3047,2026-01-16,Present
59735,1356,3013,2026-02-07,Present
59736,1379,3029,2026-03-31,Present
59737,1386,3021,2026-05-03,Present
59738,1281,3046,2026-01-16,Present
59739,1146,3048,2026-06-17,Present
59740,1219,3089,2026-05-06,Present
59741,1386,3062,2026-05-31,Present
59742,1359,3099,2026-05-01,Present
59743,1307,3066,2026-04-14,Present
59744,1025,3013,2026-01-23,Present
59745,1419,3009,2026-05-20,Present
59746,1371,3066,2026-02-02,Present
59747,1108,3035,2026-01-23,Present
59748,1095,3017,2026-03-27,Present
59749,1350,3021,2026-03-27,Present
59750,1161,3038,2026-02-20,Present
59751,1113,3098,2026-06-25,Present
59752,1057,3098,2026-03-24,Present
59753,1421,3003,2026-04-23,Absent
59754,1183,3085,2026-03-23,Present
59755,1293,3029,2026-06-20,Present
59756,1329,3008,2026-07-07,Present
59757,1183,3061,2026-06-16,Present
59758,1041,3070,2026-02-10,Present
59759,1120,3010,2026-04-21,Present
59760,1292,3061,2026-03-20,Present
59761,1062,3096,2026-07-05,Present
59762,1088,3068,2026-03-17,Absent
59763,1135,3017,2026-05-17,Present
59764,1273,3057,2026-06-22,Present
59765,1047,3050,2026-05-18,Present
59766,1298,3019,2026-06-05,Present
59767,1237,3055,2026-04-29,Present
59768,1240,3066,2026-06-17,Present
59769,1349,3070,2026-03-10,Present
59770,1008,3025,2026-06-25,Present
59771,1253,3009,2026-05-08,Present
59772,1023,3070,2026-03-16,Absent
59773,1392,3073,2026-02-26,Present
59774,1404,3042,2026-03-13,Absent
59775,1169,3011,2026-04-17,Present
59776,1416,3050,2026-05-05,Present
59777,1123,3085,2026-05-03,Present
59778,1133,3090,2026-06-16,Absent
59779,1453,3014,2026-02-15,Present
59780,1050,3038,2026-02-05,Present
59781,1324,3039,2026-06-02,Absent
59782,1219,3019,2026-05-16,Present
59783,1189,3092,2026-06-20,Present
59784,1203,3039,2026-01-12,Present
59785,1310,3054,2026-03-30,Present
59786,1372,3046,2026-03-31,Present
59787,1089,3100,2026-04-10,Present
59788,1217,3088,2026-02-12,Present
59789,1222,3021,2026-01-17,Present
59790,1097,3015,2026-04-25,Present
59791,1248,3035,2026-01-20,Present
59792,1066,3002,2026-04-06,Present
59793,1143,3019,2026-01-09,Absent
59794,1449,3037,2026-04-06,Present
59795,1164,3020,2026-05-06,Present
59796,1472,3062,2026-04-23,Absent
59797,1024,3022,2026-03-14,Absent
59798,1419,3068,2026-03-01,Present
59799,1301,3055,2026-01-13,Present
59800,1490,3069,2026-01-09,Present
59801,1136,3092,2026-07-04,Present
59802,1145,3070,2026-03-25,Present
59803,1022,3098,2026-06-30,Absent
59804,1486,3006,2026-03-11,Present
59805,1373,3024,2026-03-04,Present
59806,1104,3087,2026-05-01,Absent
59807,1496,3070,2026-06-06,Absent
59808,1165,3064,2026-04-24,Absent
59809,1195,3053,2026-01-10,Present
59810,1018,3026,2026-05-17,Present
59811,1395,3003,2026-04-29,Present
59812,1185,3019,2026-03-22,Absent
59813,1314,3084,2026-06-01,Present
59814,1394,3057,2026-06-01,Present
59815,1190,3057,2026-01-28,Present
59816,1129,3006,2026-04-22,Absent
59817,1480,3009,2026-03-19,Absent
59818,1046,3074,2026-05-08,Present
59819,1397,3081,2026-04-30,Present
59820,1190,3061,2026-03-03,Present
59821,1443,3082,2026-07-02,Present
59822,1082,3025,2026-04-02,Present
59823,1136,3053,2026-03-25,Present
59824,1179,3077,2026-05-07,Present
59825,1311,3035,2026-06-16,Present
59826,1115,3010,2026-03-19,Present
59827,1258,3019,2026-04-11,Present
59828,1228,3015,2026-02-18,Present
59829,1313,3062,2026-03-28,Present
59830,1006,3078,2026-04-20,Absent
59831,1424,3023,2026-03-07,Present
59832,1247,3093,2026-01-09,Present
59833,1101,3019,2026-06-08,Present
59834,1330,3098,2026-01-10,Present
59835,1377,3024,2026-03-11,Absent
59836,1208,3030,2026-03-16,Present
59837,1336,3078,2026-05-04,Present
59838,1269,3053,2026-06-04,Present
59839,1279,3028,2026-01-19,Absent
59840,1022,3045,2026-01-12,Present
59841,1436,3037,2026-03-31,Present
59842,1198,3006,2026-06-05,Present
59843,1361,3009,2026-03-21,Present
59844,1219,3093,2026-02-28,Present
59845,1186,3041,2026-03-16,Present
59846,1148,3091,2026-03-29,Present
59847,1201,3059,2026-01-12,Present
59848,1025,3012,2026-01-14,Present
59849,1297,3063,2026-05-13,Present
59850,1386,3077,2026-03-19,Present
59851,1076,3080,2026-02-03,Present
59852,1037,3088,2026-03-08,Present
59853,1437,3092,2026-03-16,Present
59854,1214,3032,2026-06-13,Present
59855,1218,3079,2026-01-29,Present
59856,1203,3002,2026-06-19,Present
59857,1317,3031,2026-05-16,Present
59858,1365,3084,2026-03-19,Present
59859,1468,3092,2026-03-01,Present
59860,1491,3090,2026-04-04,Present
59861,1496,3050,2026-04-17,Absent
59862,1330,3001,2026-05-12,Present
59863,1354,3017,2026-07-02,Present
59864,1325,3082,2026-03-06,Present
59865,1337,3072,2026-03-21,Present
59866,1448,3085,2026-01-09,Present
59867,1444,3062,2026-02-05,Present
59868,1419,3069,2026-03-11,Present
59869,1169,3095,2026-02-01,Present
59870,1470,3052,2026-04-20,Absent
59871,1232,3071,2026-05-24,Present
59872,1035,3051,2026-03-17,Absent
59873,1267,3086,2026-04-15,Absent
59874,1181,3028,2026-04-11,Present
59875,1039,3079,2026-03-21,Present
59876,1098,3027,2026-05-13,Present
59877,1470,3038,2026-01-18,Present
59878,1395,3065,2026-03-24,Present
59879,1238,3030,2026-04-29,Present
59880,1111,3079,2026-04-22,Present
59881,1062,3061,2026-01-26,Present
59882,1305,3029,2026-03-16,Present
59883,1101,3082,2026-02-04,Present
59884,1456,3082,2026-04-02,Present
59885,1241,3096,2026-03-28,Present
59886,1286,3049,2026-06-15,Present
59887,1188,3026,2026-04-29,Present
59888,1129,3088,2026-06-18,Present
59889,1112,3040,2026-06-07,Present
59890,1173,3049,2026-04-10,Present
59891,1440,3053,2026-02-10,Present
59892,1273,3099,2026-05-25,Present
59893,1071,3060,2026-04-28,Present
59894,1324,3016,2026-01-27,Absent
59895,1113,3008,2026-01-27,Present
59896,1281,3050,2026-02-24,Present
59897,1500,3043,2026-06-26,Present
59898,1467,3048,2026-01-16,Present
59899,1341,3043,2026-02-19,Present
59900,1297,3073,2026-05-31,Present
59901,1337,3046,2026-01-25,Absent
59902,1148,3070,2026-05-07,Present
59903,1143,3056,2026-01-13,Present
59904,1195,3097,2026-03-15,Present
59905,1308,3050,2026-04-11,Present
59906,1241,3093,2026-07-07,Present
59907,1384,3042,2026-04-15,Present
59908,1357,3099,2026-05-02,Present
59909,1249,3034,2026-01-17,Present
59910,1150,3075,2026-01-27,Present
59911,1414,3034,2026-05-20,Present
59912,1060,3069,2026-06-12,Present
59913,1254,3053,2026-01-09,Absent
59914,1288,3001,2026-03-07,Present
59915,1161,3012,2026-04-22,Present
59916,1260,3045,2026-04-05,Present
59917,1151,3005,2026-03-11,Present
59918,1117,3015,2026-05-22,Present
59919,1054,3004,2026-04-22,Present
59920,1137,3099,2026-06-21,Absent
59921,1389,3047,2026-05-06,Present
59922,1132,3031,2026-02-27,Present
59923,1136,3010,2026-05-06,Present
59924,1247,3067,2026-07-07,Present
59925,1305,3010,2026-05-27,Present
59926,1192,3014,2026-04-22,Present
59927,1250,3056,2026-03-07,Absent
59928,1382,3096,2026-02-25,Present
59929,1358,3092,2026-04-21,Present
59930,1416,3066,2026-06-11,Present
59931,1218,3039,2026-02-23,Absent
59932,1474,3079,2026-01-24,Present
59933,1401,3083,2026-03-02,Absent
59934,1185,3021,2026-02-22,Present
59935,1256,3058,2026-05-19,Present
59936,1441,3086,2026-02-07,Absent
59937,1417,3011,2026-05-08,Present
59938,1288,3021,2026-02-25,Present
59939,1099,3015,2026-02-10,Absent
59940,1318,3013,2026-02-08,Present
59941,1043,3033,2026-02-02,Absent
59942,1257,3068,2026-04-14,Present
59943,1029,3006,2026-03-12,Present
59944,1194,3039,2026-05-16,Absent
59945,1333,3078,2026-03-09,Present
59946,1031,3034,2026-03-28,Present
59947,1375,3001,2026-05-24,Present
59948,1407,3035,2026-03-27,Absent
59949,1138,3006,2026-07-05,Absent
59950,1049,3010,2026-06-26,Present
59951,1398,3050,2026-02-04,Present
59952,1482,3061,2026-01-14,Present
59953,1364,3042,2026-04-27,Present
59954,1044,3015,2026-03-18,Present
59955,1356,3069,2026-06-26,Present
59956,1440,3049,2026-01-14,Present
59957,1079,3080,2026-06-18,Present
59958,1227,3083,2026-06-02,Present
59959,1203,3026,2026-06-21,Present
59960,1321,3017,2026-02-01,Present
59961,1359,3079,2026-06-05,Present
59962,1286,3053,2026-06-10,Present
59963,1018,3063,2026-01-28,Present
59964,1128,3029,2026-03-19,Absent
59965,1170,3083,2026-02-13,Present
59966,1108,3063,2026-04-29,Present
59967,1465,3068,2026-03-31,Present
59968,1011,3085,2026-02-01,Absent
59969,1449,3002,2026-02-23,Present
59970,1079,3024,2026-05-05,Present
59971,1252,3051,2026-04-27,Present
59972,1110,3012,2026-03-23,Present
59973,1322,3081,2026-05-24,Present
59974,1480,3006,2026-06-11,Present
59975,1068,3040,2026-04-30,Absent
59976,1398,3079,2026-07-04,Absent
59977,1058,3044,2026-01-15,Present
59978,1340,3017,2026-01-18,Present
59979,1371,3007,2026-06-26,Present
59980,1096,3038,2026-05-29,Present
59981,1070,3047,2026-01-27,Present
59982,1479,3043,2026-04-12,Present
59983,1127,3073,2026-01-25,Present
59984,1466,3087,2026-03-08,Present
59985,1065,3008,2026-01-28,Present
59986,1014,3060,2026-05-07,Present
59987,1083,3021,2026-04-24,Present
59988,1274,3043,2026-03-16,Present
59989,1085,3031,2026-06-15,Present
59990,1261,3064,2026-03-19,Present
59991,1499,3063,2026-01-28,Present
59992,1108,3071,2026-05-25,Present
59993,1382,3066,2026-04-12,Present
59994,1484,3076,2026-03-19,Absent
59995,1056,3061,2026-01-31,Present
59996,1444,3069,2026-05-12,Present
59997,1031,3032,2026-06-11,Present
59998,1175,3025,2026-05-27,Present
59999,1019,3038,2026-02-14,Absent
60000,1465,3046,2026-01-09,Present
60001,1087,3074,2026-01-10,Present
60002,1084,3018,2026-05-16,Present
60003,1168,3098,2026-01-17,Present
60004,1323,3099,2026-05-27,Present
60005,1446,3086,2026-05-28,Present
60006,1196,3049,2026-04-25,Present
60007,1364,3020,2026-01-09,Present
60008,1382,3071,2026-02-12,Absent
60009,1475,3077,2026-02-02,Present
60010,1022,3097,2026-05-20,Present
60011,1118,3079,2026-06-28,Present
60012,1297,3014,2026-06-10,Present
60013,1119,3060,2026-07-02,Present
60014,1049,3023,2026-02-21,Present
60015,1126,3009,2026-01-30,Absent
60016,1177,3019,2026-02-05,Present
60017,1106,3067,2026-05-13,Present
60018,1363,3095,2026-04-08,Absent
60019,1485,3040,2026-02-18,Present
60020,1289,3030,2026-03-27,Present
60021,1370,3038,2026-06-19,Present
60022,1238,3071,2026-02-10,Present
60023,1110,3027,2026-05-31,Present
60024,1417,3086,2026-06-20,Present
60025,1426,3081,2026-06-19,Present
60026,1004,3020,2026-03-23,Present
60027,1027,3045,2026-05-18,Present
60028,1052,3086,2026-01-20,Present
60029,1131,3081,2026-03-10,Present
60030,1447,3082,2026-07-01,Present
60031,1124,3014,2026-06-16,Present
60032,1145,3095,2026-04-29,Present
60033,1240,3043,2026-05-07,Present
60034,1201,3095,2026-03-15,Present
60035,1199,3011,2026-03-01,Present
60036,1099,3025,2026-05-02,Present
60037,1003,3074,2026-06-02,Present
60038,1419,3027,2026-07-07,Present
60039,1239,3047,2026-04-12,Present
60040,1262,3075,2026-06-29,Present
60041,1168,3006,2026-05-20,Present
60042,1217,3017,2026-02-24,Present
60043,1445,3043,2026-01-20,Present
60044,1124,3069,2026-04-14,Absent
60045,1376,3010,2026-04-15,Absent
60046,1187,3077,2026-06-22,Present
60047,1085,3001,2026-07-03,Present
60048,1045,3008,2026-06-07,Present
60049,1382,3094,2026-05-26,Present
60050,1255,3040,2026-06-23,Absent
60051,1253,3083,2026-02-28,Present
60052,1438,3075,2026-06-07,Present
60053,1005,3024,2026-06-25,Present
60054,1454,3029,2026-06-30,Present
60055,1255,3061,2026-05-03,Absent
60056,1218,3009,2026-03-04,Present
60057,1135,3074,2026-01-23,Present
60058,1109,3056,2026-07-05,Present
60059,1452,3056,2026-04-12,Present
60060,1373,3030,2026-01-24,Present
60061,1493,3089,2026-02-16,Present
60062,1242,3051,2026-04-20,Absent
60063,1008,3084,2026-06-14,Present
60064,1327,3087,2026-03-15,Absent
60065,1114,3039,2026-02-24,Absent
60066,1411,3092,2026-05-09,Present
60067,1482,3063,2026-02-28,Present
60068,1177,3068,2026-02-02,Present
60069,1070,3044,2026-06-06,Present
60070,1391,3002,2026-03-02,Present
60071,1045,3073,2026-06-04,Present
60072,1077,3068,2026-02-10,Present
60073,1213,3062,2026-03-11,Present
60074,1492,3001,2026-02-01,Present
60075,1069,3069,2026-01-25,Absent
60076,1126,3090,2026-06-04,Present
60077,1281,3086,2026-02-17,Present
60078,1217,3026,2026-02-07,Present
60079,1202,3013,2026-02-18,Present
60080,1200,3048,2026-01-23,Absent
60081,1015,3009,2026-04-05,Present
60082,1264,3035,2026-03-18,Present
60083,1417,3024,2026-05-22,Absent
60084,1356,3057,2026-06-07,Present
60085,1372,3098,2026-01-13,Present
60086,1035,3045,2026-06-17,Present
60087,1015,3060,2026-05-28,Present
60088,1339,3086,2026-05-26,Present
60089,1222,3032,2026-05-24,Present
60090,1053,3075,2026-02-15,Present
60091,1025,3026,2026-03-02,Present
60092,1033,3028,2026-02-17,Present
60093,1161,3001,2026-06-05,Present
60094,1108,3037,2026-05-22,Present
60095,1013,3092,2026-03-30,Present
60096,1055,3091,2026-06-02,Present
60097,1175,3092,2026-06-26,Present
60098,1092,3002,2026-05-15,Present
60099,1297,3043,2026-04-10,Absent
60100,1113,3012,2026-01-26,Present
60101,1256,3028,2026-04-11,Present
60102,1191,3064,2026-03-15,Present
60103,1130,3082,2026-03-23,Present
60104,1005,3069,2026-04-19,Absent
60105,1148,3080,2026-02-08,Present
60106,1010,3085,2026-04-09,Present
60107,1022,3009,2026-05-20,Present
60108,1371,3097,2026-05-11,Present
60109,1159,3021,2026-02-07,Present
60110,1062,3066,2026-03-07,Absent
60111,1191,3069,2026-04-21,Present
60112,1085,3095,2026-05-18,Absent
60113,1037,3037,2026-04-20,Absent
60114,1112,3021,2026-02-14,Present
60115,1392,3016,2026-03-05,Present
60116,1405,3022,2026-02-17,Present
60117,1340,3036,2026-05-15,Present
60118,1174,3070,2026-05-20,Present
60119,1342,3056,2026-01-26,Present
60120,1290,3002,2026-04-16,Present
60121,1094,3002,2026-03-16,Present
60122,1097,3013,2026-01-22,Absent
60123,1496,3045,2026-06-20,Present
60124,1095,3078,2026-04-21,Absent
60125,1202,3045,2026-06-23,Present
60126,1126,3045,2026-02-20,Present
60127,1256,3036,2026-06-16,Present
60128,1334,3100,2026-03-28,Present
60129,1172,3034,2026-01-17,Present
60130,1279,3035,2026-06-02,Present
60131,1300,3099,2026-03-18,Present
60132,1138,3025,2026-06-14,Present
60133,1225,3020,2026-04-09,Present
60134,1368,3073,2026-05-04,Present
60135,1037,3037,2026-05-23,Present
60136,1233,3045,2026-06-15,Present
60137,1221,3049,2026-06-23,Present
60138,1237,3065,2026-02-10,Present
60139,1126,3016,2026-07-01,Present
60140,1489,3024,2026-02-26,Present
60141,1355,3007,2026-06-15,Present
60142,1382,3066,2026-07-05,Present
60143,1448,3092,2026-04-14,Absent
60144,1483,3036,2026-02-13,Present
60145,1465,3046,2026-03-23,Present
60146,1033,3086,2026-03-22,Present
60147,1428,3015,2026-03-25,Present
60148,1151,3033,2026-03-13,Present
60149,1184,3036,2026-05-30,Present
60150,1118,3074,2026-04-19,Present
60151,1210,3075,2026-05-14,Present
60152,1431,3076,2026-03-12,Present
60153,1379,3017,2026-06-20,Absent
60154,1077,3072,2026-02-21,Present
60155,1202,3041,2026-03-20,Present
60156,1465,3054,2026-04-13,Present
60157,1084,3051,2026-06-09,Present
60158,1171,3038,2026-02-01,Present
60159,1318,3072,2026-07-02,Present
60160,1352,3019,2026-05-26,Present
60161,1033,3022,2026-01-24,Present
60162,1294,3069,2026-06-28,Present
60163,1089,3088,2026-05-08,Present
60164,1135,3050,2026-03-18,Present
60165,1372,3098,2026-01-30,Present
60166,1085,3081,2026-03-22,Present
60167,1403,3095,2026-02-20,Present
60168,1216,3087,2026-01-16,Present
60169,1134,3020,2026-04-08,Present
60170,1224,3097,2026-04-10,Present
60171,1347,3067,2026-03-09,Absent
60172,1277,3030,2026-05-11,Present
60173,1313,3047,2026-04-11,Present
60174,1422,3002,2026-04-22,Present
60175,1328,3049,2026-06-18,Present
60176,1011,3014,2026-02-12,Present
60177,1387,3084,2026-02-01,Present
60178,1395,3053,2026-02-16,Present
60179,1044,3054,2026-06-18,Present
60180,1051,3084,2026-02-17,Present
60181,1056,3034,2026-03-20,Present
60182,1255,3024,2026-03-24,Present
60183,1075,3067,2026-03-06,Present
60184,1028,3025,2026-04-16,Present
60185,1083,3027,2026-02-23,Present
60186,1327,3051,2026-04-29,Present
60187,1199,3018,2026-03-14,Present
60188,1463,3002,2026-02-02,Present
60189,1003,3041,2026-02-19,Present
60190,1239,3026,2026-07-06,Present
60191,1005,3030,2026-01-25,Present
60192,1436,3016,2026-02-18,Present
60193,1486,3016,2026-06-16,Present
60194,1130,3091,2026-02-12,Present
60195,1132,3057,2026-03-12,Present
60196,1421,3021,2026-02-07,Present
60197,1471,3051,2026-02-06,Present
60198,1175,3065,2026-03-05,Present
60199,1084,3012,2026-06-09,Present
60200,1165,3054,2026-03-29,Absent
60201,1404,3022,2026-06-12,Absent
60202,1294,3062,2026-04-19,Present
60203,1092,3016,2026-04-02,Present
60204,1425,3051,2026-05-05,Absent
