Issue_ID,Student_ID,Book_Name,Issue_Date,Return_Date,Fine
11385,1242,Artificial Intelligence,2025-11-03,2025-11-23,0
11386,1494,Fluid Mechanics,2025-10-27,2025-11-15,10
11387,1064,Data Structures,2025-11-08,2025-11-23,0
11388,1253,Marketing Management,2026-01-26,2026-02-11,20
11389,1461,Cloud Computing,2026-06-30,2026-07-23,0
11390,1459,Structural Analysis,2025-12-25,2026-01-16,0
11391,1045,Financial Accounting,2026-02-13,2026-03-09,0
11392,1389,Database Management Systems,2026-04-20,2026-05-01,0
11393,1097,Digital Electronics,2026-03-08,2026-03-18,20
11394,1307,Cyber Security,2025-10-22,2025-11-04,0
11395,1481,Operating Systems,2026-04-06,2026-04-18,0
11396,1482,Machine Learning,2026-03-11,2026-03-24,0
11397,1081,Python Programming,2025-08-18,2025-09-10,0
11398,1362,Thermodynamics,2025-08-08,2025-09-02,0
11399,1163,Engineering Mathematics,2026-03-03,2026-03-18,0
11400,1197,Thermodynamics,2026-02-10,2026-03-01,10
11401,1195,Cyber Security,2026-01-27,2026-02-20,0
11402,1114,Python Programming,2026-03-20,2026-04-08,20
11403,1097,Cloud Computing,2025-07-14,2025-07-30,0
11404,1236,Structural Analysis,2025-10-14,2025-11-10,0
11405,1190,Marketing Management,2026-01-26,2026-01-31,0
11406,1468,Thermodynamics,2025-08-18,2025-09-09,0
11407,1075,Software Engineering,2025-07-29,2025-08-18,0
11408,1241,Cyber Security,2025-07-22,2025-07-27,0
11409,1301,Structural Analysis,2026-05-18,2026-06-08,50
11410,1075,Fluid Mechanics,2026-02-03,2026-02-28,100
11411,1300,Microprocessors,2025-12-23,2026-01-16,100
11412,1253,Data Structures,2026-02-17,2026-02-27,10
11413,1222,Data Structures,2026-03-30,2026-04-24,50
11414,1401,Digital Electronics,2025-08-10,2025-08-22,0
11415,1345,Data Structures,2025-12-17,2026-01-05,0
11416,1424,Marketing Management,2025-11-13,2025-12-09,0
11417,1328,Computer Networks,2026-05-15,2026-06-07,10
11418,1261,Cyber Security,2026-06-04,2026-06-18,50
11419,1227,Machine Learning,2025-08-27,2025-09-17,20
11420,1301,Operating Systems,2026-06-01,2026-06-27,0
11421,1462,Software Engineering,2025-08-01,2025-08-25,0
11422,1078,Structural Analysis,2026-01-26,2026-02-16,0
11423,1163,Operating Systems,2025-11-04,2025-11-11,0
11424,1054,Artificial Intelligence,2026-01-30,2026-02-17,10
11425,1175,Engineering Mathematics,2026-03-08,2026-04-06,0
11426,1494,Python Programming,2026-06-13,2026-06-27,0
11427,1072,Financial Accounting,2026-04-19,2026-05-15,10
11428,1006,Cloud Computing,2026-03-30,2026-04-29,0
11429,1128,Artificial Intelligence,2026-04-17,2026-05-08,0
11430,1276,Financial Accounting,2026-03-09,2026-04-05,50
11431,1348,Python Programming,2026-01-06,2026-01-22,0
11432,1394,Business Analytics,2026-04-11,2026-04-26,50
11433,1421,Financial Accounting,2025-09-30,2025-10-09,20
11434,1226,Operating Systems,2025-07-10,2025-07-22,0
11435,1421,Operating Systems,2026-05-10,2026-05-28,0
11436,1113,Software Engineering,2025-09-14,2025-09-30,20
11437,1181,Financial Accounting,2026-01-31,2026-02-21,0
11438,1473,Artificial Intelligence,2025-12-02,2025-12-19,10
11439,1122,Fluid Mechanics,2025-11-13,2025-12-01,20
11440,1039,Cloud Computing,2025-10-24,2025-11-18,0
11441,1499,Cloud Computing,2026-04-10,2026-04-24,0
11442,1499,Business Analytics,2025-07-30,2025-08-09,0
11443,1023,Operating Systems,2026-03-14,2026-04-05,20
11444,1190,Software Engineering,2026-05-19,2026-05-29,0
11445,1371,Software Engineering,2026-02-23,2026-03-10,0
11446,1218,Artificial Intelligence,2026-06-03,2026-06-22,0
11447,1340,Engineering Mathematics,2026-05-15,2026-05-26,0
11448,1012,Database Management Systems,2026-05-08,2026-05-22,0
11449,1294,Marketing Management,2025-07-20,2025-07-25,10
11450,1334,Digital Electronics,2026-02-20,2026-03-01,0
11451,1119,Operating Systems,2026-01-08,2026-02-05,0
11452,1393,Software Engineering,2025-10-19,2025-11-03,20
11453,1399,Cloud Computing,2025-07-26,2025-08-10,0
11454,1129,Operating Systems,2026-02-08,2026-02-28,0
11455,1321,Cyber Security,2025-08-03,2025-08-13,0
11456,1078,Digital Electronics,2025-09-14,2025-09-19,10
11457,1427,Operating Systems,2026-05-07,2026-06-02,100
11458,1413,Artificial Intelligence,2025-12-29,2026-01-16,10
11459,1132,Engineering Mathematics,2025-07-11,2025-08-06,10
11460,1455,Database Management Systems,2025-11-09,2025-11-24,0
11461,1315,Database Management Systems,2026-01-17,2026-01-23,0
11462,1396,Machine Learning,2025-09-29,2025-10-08,0
11463,1081,Marketing Management,2026-04-22,2026-05-06,0
11464,1308,Thermodynamics,2026-01-06,2026-01-26,0
11465,1232,Operating Systems,2026-04-25,2026-05-20,0
11466,1115,Structural Analysis,2025-12-11,2025-12-25,100
11467,1047,Microprocessors,2026-03-27,2026-04-21,0
11468,1363,Microprocessors,2025-12-28,2026-01-08,0
11469,1103,Digital Electronics,2025-11-20,2025-12-02,10
11470,1169,Microprocessors,2026-01-14,2026-01-21,0
11471,1367,Computer Networks,2025-09-19,2025-10-19,0
11472,1049,Business Analytics,2025-11-10,2025-11-25,0
11473,1380,Electrical Machines,2026-05-10,2026-06-06,0
11474,1165,Data Structures,2025-08-29,2025-09-24,0
11475,1417,Structural Analysis,2025-11-21,2025-12-01,10
11476,1218,Cyber Security,2026-02-25,2026-03-06,10
11477,1061,Fluid Mechanics,2025-11-23,2025-12-17,0
11478,1446,Artificial Intelligence,2026-06-28,2026-07-03,0
11479,1072,Python Programming,2025-09-06,2025-09-30,0
11480,1256,Fluid Mechanics,2026-01-02,2026-01-23,100
11481,1484,Electrical Machines,2026-04-21,2026-04-29,0
11482,1243,Engineering Mathematics,2025-07-18,2025-08-02,0
11483,1296,Python Programming,2025-08-07,2025-08-25,50
11484,1434,Business Analytics,2026-06-21,2026-07-05,0
11485,1489,Business Analytics,2026-06-10,2026-06-29,0
11486,1111,Business Analytics,2025-10-08,2025-10-31,0
11487,1332,Machine Learning,2025-08-03,2025-08-25,0
11488,1493,Electrical Machines,2026-03-11,2026-03-24,0
11489,1244,Cyber Security,2025-11-21,2025-12-01,0
11490,1399,Engineering Mathematics,2025-12-08,2025-12-29,0
11491,1015,Computer Networks,2025-07-19,2025-07-26,0
11492,1094,Python Programming,2025-10-14,2025-10-25,0
11493,1438,Python Programming,2025-11-11,2025-11-25,0
11494,1369,Software Engineering,2026-01-16,2026-01-28,20
11495,1265,Data Structures,2026-05-24,2026-06-22,0
11496,1040,Fluid Mechanics,2026-01-22,2026-02-01,0
11497,1459,Software Engineering,2026-02-24,2026-03-13,0
11498,1430,Electrical Machines,2025-10-30,2025-11-06,0
11499,1177,Digital Electronics,2025-08-24,2025-09-09,0
11500,1115,Cloud Computing,2025-11-10,2025-12-01,0
11501,1035,Python Programming,2025-09-21,2025-10-12,20
11502,1448,Cyber Security,2026-04-20,2026-05-03,100
11503,1497,Microprocessors,2026-03-31,2026-04-13,0
11504,1418,Electrical Machines,2026-03-08,2026-03-21,0
11505,1059,Cyber Security,2026-02-14,2026-02-20,20
11506,1287,Database Management Systems,2026-01-30,2026-03-01,0
11507,1473,Python Programming,2025-11-06,2025-12-03,0
11508,1346,Cyber Security,2025-12-30,2026-01-09,10
11509,1420,Operating Systems,2025-12-30,2026-01-13,10
11510,1207,Microprocessors,2025-12-11,2026-01-02,0
11511,1092,Fluid Mechanics,2026-05-15,2026-06-07,20
11512,1293,Digital Electronics,2025-07-24,2025-08-05,0
11513,1066,Digital Electronics,2026-06-01,2026-06-25,0
11514,1384,Fluid Mechanics,2026-01-08,2026-02-03,0
11515,1333,Python Programming,2025-10-12,2025-11-05,0
11516,1131,Machine Learning,2026-06-02,2026-06-25,0
11517,1290,Data Structures,2026-04-03,2026-04-09,0
11518,1154,Financial Accounting,2026-04-10,2026-04-19,0
11519,1293,Engineering Mathematics,2025-10-14,2025-11-09,0
11520,1489,Operating Systems,2026-06-12,2026-06-24,0
11521,1221,Artificial Intelligence,2026-01-17,2026-02-10,0
11522,1113,Electrical Machines,2026-02-05,2026-03-07,20
11523,1315,Machine Learning,2026-04-15,2026-05-05,20
11524,1213,Machine Learning,2026-01-21,2026-02-04,0
11525,1287,Digital Electronics,2025-09-26,2025-10-07,0
11526,1099,Microprocessors,2026-04-29,2026-05-12,0
11527,1330,Database Management Systems,2025-08-30,2025-09-17,0
11528,1216,Digital Electronics,2025-07-08,2025-08-04,10
11529,1442,Fluid Mechanics,2025-11-05,2025-11-29,0
11530,1282,Fluid Mechanics,2025-12-05,2025-12-21,50
11531,1122,Fluid Mechanics,2026-01-03,2026-01-19,0
11532,1062,Python Programming,2025-08-29,2025-09-13,0
11533,1244,Operating Systems,2025-07-29,2025-08-15,20
11534,1301,Data Structures,2025-11-07,2025-12-05,10
11535,1452,Engineering Mathematics,2025-07-08,2025-07-31,0
11536,1276,Thermodynamics,2025-08-21,2025-09-20,0
11537,1248,Database Management Systems,2026-02-04,2026-02-11,0
11538,1205,Software Engineering,2025-11-22,2025-11-29,0
11539,1276,Financial Accounting,2026-07-05,2026-07-20,0
11540,1443,Artificial Intelligence,2025-07-18,2025-08-06,0
11541,1274,Software Engineering,2025-10-25,2025-11-19,0
11542,1499,Machine Learning,2025-10-20,2025-11-04,0
11543,1108,Digital Electronics,2025-07-28,2025-08-10,20
11544,1174,Marketing Management,2025-11-03,2025-11-20,0
11545,1215,Engineering Mathematics,2026-02-17,2026-03-11,0
11546,1485,Digital Electronics,2025-11-29,2025-12-23,0
11547,1157,Structural Analysis,2025-09-08,2025-09-30,0
11548,1133,Data Structures,2025-11-16,2025-11-22,0
11549,1348,Machine Learning,2026-05-18,2026-05-29,0
11550,1132,Thermodynamics,2026-07-03,2026-07-26,20
11551,1190,Financial Accounting,2025-11-01,2025-11-14,0
11552,1472,Financial Accounting,2025-07-21,2025-07-30,0
11553,1020,Electrical Machines,2025-12-23,2026-01-19,0
11554,1397,Database Management Systems,2026-01-29,2026-02-25,0
11555,1155,Computer Networks,2025-09-25,2025-10-11,0
11556,1384,Business Analytics,2026-05-16,2026-06-08,0
11557,1206,Thermodynamics,2026-05-02,2026-05-17,0
11558,1487,Electrical Machines,2026-07-03,2026-07-23,0
11559,1075,Cyber Security,2025-08-31,2025-09-30,10
11560,1088,Machine Learning,2025-09-07,2025-10-03,0
11561,1445,Operating Systems,2026-01-21,2026-02-20,0
11562,1110,Machine Learning,2025-08-14,2025-09-13,0
11563,1130,Thermodynamics,2025-12-19,2025-12-28,50
11564,1025,Machine Learning,2026-04-09,2026-04-16,0
11565,1127,Fluid Mechanics,2025-08-02,2025-08-09,0
11566,1347,Computer Networks,2026-04-19,2026-05-16,0
11567,1223,Microprocessors,2026-02-09,2026-02-16,0
11568,1229,Operating Systems,2025-09-10,2025-10-07,50
11569,1459,Cloud Computing,2025-07-16,2025-07-25,0
11570,1253,Thermodynamics,2025-07-18,2025-08-05,0
11571,1301,Machine Learning,2026-06-15,2026-06-23,0
11572,1132,Microprocessors,2025-11-03,2025-11-18,20
11573,1438,Computer Networks,2025-09-02,2025-10-02,0
11574,1263,Database Management Systems,2025-12-06,2025-12-23,20
11575,1187,Cyber Security,2025-09-21,2025-10-07,0
11576,1042,Engineering Mathematics,2025-07-13,2025-07-23,0
11577,1239,Software Engineering,2025-09-15,2025-09-26,0
11578,1373,Marketing Management,2025-11-22,2025-11-28,0
11579,1017,Financial Accounting,2025-08-19,2025-09-16,0
11580,1293,Database Management Systems,2025-12-13,2025-12-25,10
11581,1093,Microprocessors,2025-11-01,2025-11-21,0
11582,1442,Data Structures,2025-10-07,2025-10-14,0
11583,1079,Digital Electronics,2026-05-23,2026-05-28,0
11584,1152,Artificial Intelligence,2025-10-07,2025-10-15,0
11585,1373,Thermodynamics,2025-11-20,2025-12-04,0
11586,1206,Artificial Intelligence,2026-03-25,2026-03-31,0
11587,1298,Operating Systems,2025-12-26,2026-01-25,0
11588,1081,Digital Electronics,2025-09-01,2025-09-26,10
11589,1250,Cloud Computing,2026-01-25,2026-02-17,0
11590,1427,Fluid Mechanics,2025-12-22,2026-01-04,0
11591,1170,Microprocessors,2026-03-28,2026-04-20,0
11592,1451,Business Analytics,2025-10-09,2025-10-20,10
11593,1471,Database Management Systems,2025-09-13,2025-10-09,0
11594,1338,Python Programming,2025-12-26,2026-01-14,0
11595,1127,Operating Systems,2025-12-15,2026-01-13,50
11596,1351,Cyber Security,2025-12-11,2025-12-28,0
11597,1199,Engineering Mathematics,2025-11-03,2025-11-12,10
11598,1248,Structural Analysis,2025-11-30,2025-12-29,0
11599,1274,Cyber Security,2026-07-03,2026-08-02,0
11600,1345,Computer Networks,2025-08-08,2025-08-22,0
11601,1028,Thermodynamics,2026-01-24,2026-02-07,20
11602,1078,Software Engineering,2026-06-29,2026-07-23,0
11603,1193,Cloud Computing,2025-09-24,2025-10-02,0
11604,1069,Artificial Intelligence,2026-04-04,2026-04-29,0
11605,1126,Thermodynamics,2025-07-23,2025-08-03,0
11606,1056,Database Management Systems,2026-02-08,2026-02-16,50
11607,1282,Artificial Intelligence,2025-12-12,2025-12-29,0
11608,1083,Engineering Mathematics,2025-12-06,2026-01-02,0
11609,1274,Business Analytics,2025-08-20,2025-08-29,0
11610,1083,Software Engineering,2025-09-30,2025-10-07,100
11611,1165,Engineering Mathematics,2026-02-21,2026-03-22,0
11612,1393,Marketing Management,2025-10-20,2025-11-04,10
11613,1109,Structural Analysis,2025-10-04,2025-10-27,0
11614,1378,Thermodynamics,2026-06-20,2026-07-12,0
11615,1219,Software Engineering,2026-03-08,2026-04-07,0
11616,1486,Python Programming,2026-03-25,2026-04-14,0
11617,1322,Fluid Mechanics,2025-11-16,2025-12-06,0
11618,1005,Computer Networks,2025-09-20,2025-10-02,0
11619,1169,Fluid Mechanics,2026-02-24,2026-03-25,0
11620,1247,Electrical Machines,2026-02-07,2026-02-15,0
11621,1180,Artificial Intelligence,2026-02-10,2026-03-09,0
11622,1001,Marketing Management,2025-12-19,2025-12-29,20
11623,1186,Marketing Management,2026-04-13,2026-04-26,0
11624,1118,Python Programming,2026-07-05,2026-07-22,50
11625,1079,Software Engineering,2025-11-01,2025-11-17,0
11626,1495,Engineering Mathematics,2026-03-28,2026-04-05,0
11627,1402,Engineering Mathematics,2025-10-25,2025-11-14,0
11628,1272,Financial Accounting,2025-08-29,2025-09-23,0
11629,1468,Electrical Machines,2026-05-03,2026-05-12,100
11630,1491,Marketing Management,2026-06-01,2026-06-15,0
11631,1023,Fluid Mechanics,2026-04-16,2026-05-15,0
11632,1208,Engineering Mathematics,2025-07-30,2025-08-19,10
11633,1046,Microprocessors,2025-07-20,2025-08-16,0
11634,1100,Electrical Machines,2025-07-12,2025-08-05,0
11635,1331,Business Analytics,2026-02-11,2026-02-27,0
11636,1159,Database Management Systems,2026-05-04,2026-05-30,0
11637,1318,Structural Analysis,2025-10-24,2025-11-11,0
11638,1072,Python Programming,2025-12-27,2026-01-07,0
11639,1197,Cloud Computing,2025-10-23,2025-11-07,0
11640,1124,Engineering Mathematics,2026-03-27,2026-04-01,10
11641,1401,Data Structures,2026-06-19,2026-07-14,0
11642,1423,Marketing Management,2026-01-19,2026-02-08,10
11643,1498,Financial Accounting,2025-10-09,2025-10-25,0
11644,1324,Cloud Computing,2026-06-10,2026-06-19,50
11645,1098,Business Analytics,2026-03-17,2026-04-04,0
11646,1213,Fluid Mechanics,2026-01-14,2026-02-05,0
11647,1422,Structural Analysis,2025-09-22,2025-10-12,0
11648,1425,Business Analytics,2025-08-11,2025-08-27,0
11649,1288,Cyber Security,2025-07-24,2025-08-13,0
11650,1366,Marketing Management,2025-11-19,2025-12-08,0
11651,1241,Financial Accounting,2025-09-17,2025-09-28,0
11652,1389,Financial Accounting,2025-12-13,2025-12-27,0
11653,1143,Operating Systems,2025-10-24,2025-11-09,0
11654,1172,Machine Learning,2025-12-03,2025-12-18,0
11655,1073,Software Engineering,2026-04-25,2026-05-16,50
11656,1410,Engineering Mathematics,2026-07-03,2026-07-18,0
11657,1201,Engineering Mathematics,2026-02-02,2026-03-04,0
11658,1137,Electrical Machines,2025-08-14,2025-08-23,0
11659,1216,Computer Networks,2025-10-20,2025-11-12,0
11660,1189,Financial Accounting,2025-08-27,2025-09-24,0
11661,1402,Structural Analysis,2025-10-03,2025-10-13,0
11662,1216,Computer Networks,2025-09-29,2025-10-11,10
11663,1378,Thermodynamics,2025-10-28,2025-11-07,0
11664,1414,Electrical Machines,2025-10-20,2025-11-07,0
11665,1079,Operating Systems,2025-07-18,2025-07-30,0
11666,1246,Fluid Mechanics,2026-02-06,2026-03-03,0
11667,1376,Database Management Systems,2026-04-23,2026-05-07,0
11668,1250,Data Structures,2025-08-29,2025-09-22,0
11669,1298,Microprocessors,2025-12-24,2026-01-16,20
11670,1392,Operating Systems,2025-09-03,2025-09-08,0
11671,1049,Software Engineering,2025-10-28,2025-11-16,0
11672,1364,Thermodynamics,2025-10-31,2025-11-06,0
11673,1026,Thermodynamics,2025-11-09,2025-11-14,50
11674,1026,Financial Accounting,2025-08-11,2025-08-17,0
11675,1052,Engineering Mathematics,2025-12-13,2025-12-27,0
11676,1250,Database Management Systems,2026-06-13,2026-07-10,0
11677,1312,Business Analytics,2026-04-01,2026-04-11,20
11678,1315,Cloud Computing,2026-06-11,2026-07-02,100
11679,1010,Artificial Intelligence,2026-06-13,2026-06-20,10
11680,1111,Data Structures,2026-01-28,2026-02-03,0
11681,1131,Cloud Computing,2025-10-28,2025-11-18,0
11682,1230,Data Structures,2025-11-26,2025-12-05,100
11683,1433,Machine Learning,2025-07-31,2025-08-17,10
11684,1148,Thermodynamics,2025-08-05,2025-08-29,0
11685,1384,Marketing Management,2025-11-26,2025-12-19,0
11686,1445,Structural Analysis,2026-01-09,2026-01-22,0
11687,1015,Thermodynamics,2025-10-15,2025-10-26,0
11688,1111,Cloud Computing,2025-11-13,2025-11-19,0
11689,1458,Database Management Systems,2026-05-09,2026-06-04,100
11690,1379,Machine Learning,2025-08-29,2025-09-16,0
11691,1468,Fluid Mechanics,2026-04-27,2026-05-19,0
11692,1475,Fluid Mechanics,2026-02-20,2026-03-09,0
11693,1117,Cloud Computing,2025-07-28,2025-08-05,0
11694,1099,Cloud Computing,2026-04-11,2026-05-07,0
11695,1492,Cloud Computing,2026-04-13,2026-04-24,0
11696,1367,Digital Electronics,2025-12-18,2026-01-02,0
11697,1177,Structural Analysis,2025-08-07,2025-08-18,10
11698,1134,Python Programming,2025-08-11,2025-08-24,0
11699,1427,Financial Accounting,2025-09-23,2025-09-30,0
11700,1427,Machine Learning,2025-10-23,2025-10-30,0
11701,1258,Cloud Computing,2026-03-31,2026-04-27,0
11702,1185,Electrical Machines,2026-01-14,2026-01-25,0
11703,1259,Operating Systems,2025-12-03,2025-12-28,0
11704,1399,Database Management Systems,2026-04-07,2026-04-22,0
11705,1318,Thermodynamics,2026-04-02,2026-04-17,0
11706,1268,Artificial Intelligence,2026-07-03,2026-07-09,0
11707,1240,Thermodynamics,2026-01-19,2026-02-01,0
11708,1462,Structural Analysis,2026-03-29,2026-04-27,0
11709,1150,Cloud Computing,2025-10-30,2025-11-17,0
11710,1410,Operating Systems,2026-02-13,2026-03-10,0
11711,1369,Financial Accounting,2026-02-06,2026-02-21,0
11712,1220,Engineering Mathematics,2026-01-31,2026-02-16,0
11713,1349,Machine Learning,2026-04-01,2026-04-14,0
11714,1211,Operating Systems,2026-04-06,2026-04-29,10
11715,1039,Software Engineering,2025-08-13,2025-09-05,100
11716,1021,Digital Electronics,2026-02-10,2026-03-10,0
11717,1204,Electrical Machines,2025-11-04,2025-11-19,0
11718,1167,Computer Networks,2025-12-27,2026-01-13,0
11719,1379,Data Structures,2026-05-13,2026-06-06,0
11720,1373,Electrical Machines,2025-10-08,2025-11-06,0
11721,1090,Artificial Intelligence,2025-07-23,2025-08-12,0
11722,1060,Database Management Systems,2026-03-01,2026-03-19,10
11723,1478,Microprocessors,2026-01-29,2026-02-22,0
11724,1129,Financial Accounting,2026-06-17,2026-06-24,50
11725,1021,Electrical Machines,2025-08-02,2025-08-19,10
11726,1006,Software Engineering,2026-06-13,2026-06-23,100
11727,1121,Fluid Mechanics,2025-10-09,2025-10-30,0
11728,1437,Marketing Management,2025-11-11,2025-11-22,0
11729,1071,Business Analytics,2025-07-20,2025-07-29,20
11730,1395,Software Engineering,2025-12-23,2026-01-16,0
11731,1300,Structural Analysis,2025-09-30,2025-10-20,0
11732,1185,Financial Accounting,2026-03-21,2026-04-02,20
11733,1190,Digital Electronics,2026-06-04,2026-06-16,0
11734,1249,Database Management Systems,2026-04-11,2026-05-06,0
11735,1131,Database Management Systems,2026-02-25,2026-03-24,0
11736,1154,Python Programming,2026-05-12,2026-05-23,0
11737,1172,Business Analytics,2025-08-27,2025-09-09,100
11738,1413,Computer Networks,2025-09-20,2025-10-06,0
11739,1109,Data Structures,2025-11-19,2025-12-15,0
11740,1072,Digital Electronics,2025-07-22,2025-07-30,10
11741,1421,Database Management Systems,2025-12-27,2026-01-04,0
11742,1301,Thermodynamics,2025-10-08,2025-10-25,0
11743,1383,Artificial Intelligence,2025-12-28,2026-01-16,0
11744,1229,Cyber Security,2025-08-08,2025-09-06,0
11745,1430,Python Programming,2026-06-19,2026-07-13,0
11746,1267,Marketing Management,2026-05-25,2026-06-17,0
11747,1247,Python Programming,2025-12-25,2026-01-24,50
11748,1135,Cyber Security,2026-02-08,2026-02-19,0
11749,1471,Machine Learning,2026-06-24,2026-07-23,0
11750,1308,Structural Analysis,2025-08-15,2025-08-30,0
11751,1341,Financial Accounting,2025-12-16,2025-12-23,10
11752,1033,Microprocessors,2025-09-05,2025-09-21,0
11753,1338,Business Analytics,2026-06-28,2026-07-22,0
11754,1124,Marketing Management,2025-09-08,2025-10-01,0
11755,1447,Business Analytics,2025-11-26,2025-12-17,0
11756,1147,Engineering Mathematics,2025-09-07,2025-10-01,0
11757,1093,Thermodynamics,2025-09-25,2025-10-02,0
11758,1350,Structural Analysis,2025-08-03,2025-08-19,0
11759,1174,Financial Accounting,2025-12-10,2025-12-20,0
11760,1005,Thermodynamics,2025-07-31,2025-08-30,0
11761,1355,Microprocessors,2025-10-22,2025-11-02,0
11762,1302,Cyber Security,2026-07-06,2026-08-04,10
11763,1203,Cloud Computing,2026-03-19,2026-04-15,0
11764,1303,Business Analytics,2025-08-18,2025-08-28,0
11765,1124,Python Programming,2026-03-02,2026-03-20,0
11766,1231,Software Engineering,2026-01-05,2026-01-28,100
11767,1311,Python Programming,2026-04-06,2026-04-12,100
11768,1448,Structural Analysis,2025-12-31,2026-01-30,0
11769,1306,Structural Analysis,2025-11-27,2025-12-11,0
11770,1003,Fluid Mechanics,2025-09-16,2025-09-30,0
11771,1161,Software Engineering,2025-11-25,2025-12-25,0
11772,1386,Business Analytics,2026-05-29,2026-06-08,0
11773,1110,Thermodynamics,2025-09-18,2025-10-04,0
11774,1011,Database Management Systems,2025-12-28,2026-01-23,0
11775,1290,Machine Learning,2025-12-21,2026-01-03,0
11776,1498,Operating Systems,2025-12-11,2025-12-23,0
11777,1170,Python Programming,2025-10-27,2025-11-22,0
11778,1223,Microprocessors,2026-06-21,2026-06-30,0
11779,1180,Cloud Computing,2025-10-07,2025-10-12,0
11780,1153,Machine Learning,2025-10-07,2025-11-06,0
11781,1196,Marketing Management,2026-05-25,2026-06-05,0
11782,1186,Engineering Mathematics,2026-05-23,2026-06-18,0
11783,1201,Artificial Intelligence,2025-12-29,2026-01-26,0
11784,1366,Software Engineering,2026-05-07,2026-05-27,0
11785,1052,Cloud Computing,2025-11-13,2025-12-04,0
11786,1371,Cloud Computing,2025-07-09,2025-08-07,0
11787,1035,Fluid Mechanics,2025-07-14,2025-07-19,0
11788,1001,Electrical Machines,2026-04-05,2026-04-29,0
11789,1221,Database Management Systems,2025-11-10,2025-11-23,50
11790,1152,Software Engineering,2026-03-05,2026-03-24,20
11791,1257,Engineering Mathematics,2026-04-06,2026-05-05,0
11792,1456,Digital Electronics,2026-02-04,2026-02-19,0
11793,1444,Fluid Mechanics,2026-04-22,2026-05-08,0
11794,1477,Python Programming,2026-02-07,2026-02-20,0
11795,1446,Marketing Management,2026-01-03,2026-01-11,0
11796,1392,Computer Networks,2025-11-08,2025-12-02,0
11797,1158,Data Structures,2026-03-08,2026-03-20,0
11798,1375,Data Structures,2025-12-30,2026-01-14,10
11799,1326,Digital Electronics,2025-08-27,2025-09-21,0
11800,1055,Cyber Security,2026-03-31,2026-04-28,0
11801,1091,Database Management Systems,2025-12-20,2026-01-14,0
11802,1088,Machine Learning,2026-04-28,2026-05-16,10
11803,1007,Engineering Mathematics,2025-07-24,2025-08-03,0
11804,1069,Operating Systems,2026-07-02,2026-07-21,0
11805,1174,Marketing Management,2025-08-18,2025-08-25,0
11806,1294,Cyber Security,2025-09-05,2025-09-25,0
11807,1284,Artificial Intelligence,2025-12-06,2025-12-21,0
11808,1405,Structural Analysis,2026-05-30,2026-06-08,0
11809,1050,Database Management Systems,2026-03-30,2026-04-07,0
11810,1238,Structural Analysis,2025-09-28,2025-10-05,0
11811,1366,Computer Networks,2025-12-12,2025-12-19,0
11812,1490,Database Management Systems,2025-10-28,2025-11-12,50
11813,1487,Operating Systems,2026-06-17,2026-07-13,0
11814,1309,Machine Learning,2026-01-27,2026-02-08,0
11815,1495,Machine Learning,2026-01-29,2026-02-19,0
11816,1174,Financial Accounting,2026-03-25,2026-04-05,0
11817,1085,Engineering Mathematics,2025-08-03,2025-08-10,20
11818,1419,Thermodynamics,2026-05-04,2026-05-24,0
11819,1172,Computer Networks,2026-06-26,2026-07-05,0
11820,1387,Cyber Security,2025-10-12,2025-10-19,0
11821,1318,Thermodynamics,2025-10-02,2025-10-20,10
11822,1486,Database Management Systems,2025-10-30,2025-11-10,10
11823,1124,Marketing Management,2025-08-13,2025-09-05,0
11824,1194,Engineering Mathematics,2025-08-01,2025-08-30,0
11825,1359,Business Analytics,2026-01-27,2026-02-03,0
11826,1378,Microprocessors,2026-01-26,2026-02-24,0
11827,1024,Database Management Systems,2025-08-12,2025-08-31,0
11828,1354,Engineering Mathematics,2025-08-28,2025-09-03,0
11829,1002,Digital Electronics,2026-06-16,2026-06-22,10
11830,1035,Computer Networks,2025-07-18,2025-08-10,0
11831,1472,Software Engineering,2026-06-01,2026-06-20,0
11832,1481,Database Management Systems,2026-03-22,2026-04-01,0
11833,1029,Financial Accounting,2026-04-11,2026-04-18,0
11834,1359,Cyber Security,2025-09-16,2025-09-29,50
11835,1366,Marketing Management,2026-03-05,2026-04-03,50
11836,1414,Database Management Systems,2025-12-03,2025-12-15,0
11837,1411,Data Structures,2025-12-08,2026-01-01,0
11838,1044,Database Management Systems,2026-03-27,2026-04-08,10
11839,1345,Cloud Computing,2026-02-20,2026-03-08,0
11840,1040,Data Structures,2025-07-21,2025-08-20,0
11841,1090,Financial Accounting,2026-03-27,2026-04-01,0
11842,1373,Computer Networks,2025-09-28,2025-10-14,0
11843,1267,Cloud Computing,2026-06-03,2026-06-21,0
11844,1311,Cyber Security,2026-01-17,2026-02-06,0
11845,1223,Marketing Management,2026-01-29,2026-02-22,0
11846,1274,Artificial Intelligence,2025-12-10,2025-12-15,0
11847,1227,Artificial Intelligence,2025-07-14,2025-07-21,20
11848,1005,Data Structures,2025-09-14,2025-10-12,0
11849,1138,Digital Electronics,2025-09-27,2025-10-07,0
11850,1343,Computer Networks,2025-12-25,2026-01-08,0
11851,1333,Artificial Intelligence,2025-12-08,2025-12-18,50
11852,1279,Python Programming,2026-06-21,2026-07-11,0
11853,1186,Data Structures,2025-08-02,2025-08-31,10
